MGI_ID,Mouse_symbol,IMPC_viability_DR7.0,Link_IMPC
MGI:1918419,Nbas,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918419
MGI:1918426,Fbxo24,Viable,http://www.mousephenotype.org/data/genes/MGI:1918426
MGI:1918473,Gpr15,Viable,http://www.mousephenotype.org/data/genes/MGI:1918473
MGI:1918478,Dlg5,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918478
MGI:1918511,Poc1b,Viable,http://www.mousephenotype.org/data/genes/MGI:1918511
MGI:1918526,Ccdc57,Viable,http://www.mousephenotype.org/data/genes/MGI:1918526
MGI:1918537,Cpvl,Viable,http://www.mousephenotype.org/data/genes/MGI:1918537
MGI:1918573,Rassf8,Subviable,http://www.mousephenotype.org/data/genes/MGI:1918573
MGI:1918576,Treml1,Viable,http://www.mousephenotype.org/data/genes/MGI:1918576
MGI:1918605,Col24a1,Viable,http://www.mousephenotype.org/data/genes/MGI:1918605
MGI:1918614,Jmjd1c,Subviable,http://www.mousephenotype.org/data/genes/MGI:1918614
MGI:1918615,Pdss2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918615
MGI:1918645,5430419D17Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1918645
MGI:1918659,Fmnl2,Viable,http://www.mousephenotype.org/data/genes/MGI:1918659
MGI:1918662,Dhrs2,Viable,http://www.mousephenotype.org/data/genes/MGI:1918662
MGI:1918724,Ppp6r2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1918724
MGI:1918731,Alpk1,Viable,http://www.mousephenotype.org/data/genes/MGI:1918731
MGI:1918742,Bbs7,Subviable,http://www.mousephenotype.org/data/genes/MGI:1918742
MGI:1918769,Cyp2u1,Subviable | Viable,http://www.mousephenotype.org/data/genes/MGI:1918769
MGI:1918782,Fam217b,Viable,http://www.mousephenotype.org/data/genes/MGI:1918782
MGI:1918788,Fbxo9,Viable,http://www.mousephenotype.org/data/genes/MGI:1918788
MGI:1918830,Mtrf1l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918830
MGI:1918834,Gdpd2,Viable,http://www.mousephenotype.org/data/genes/MGI:1918834
MGI:1918843,Llgl2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918843
MGI:1918867,9130011E15Rik,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918867
MGI:1918876,Gimap6,Viable,http://www.mousephenotype.org/data/genes/MGI:1918876
MGI:1918881,Panx3,Viable,http://www.mousephenotype.org/data/genes/MGI:1918881
MGI:1918882,Scn3b,Viable,http://www.mousephenotype.org/data/genes/MGI:1918882
MGI:1918898,Optn,Viable,http://www.mousephenotype.org/data/genes/MGI:1918898
MGI:1918914,Mettl7b,Viable,http://www.mousephenotype.org/data/genes/MGI:1918914
MGI:1918917,Tmem248,Viable,http://www.mousephenotype.org/data/genes/MGI:1918917
MGI:1918920,Acy3,Viable,http://www.mousephenotype.org/data/genes/MGI:1918920
MGI:1918946,Abhd8,Viable,http://www.mousephenotype.org/data/genes/MGI:1918946
MGI:1918949,Slc41a3,Viable,http://www.mousephenotype.org/data/genes/MGI:1918949
MGI:1918951,Pnpt1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918951
MGI:1918956,Slc46a3,Viable,http://www.mousephenotype.org/data/genes/MGI:1918956
MGI:1918957,Ubiad1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918957
MGI:1918960,Lrrcc1,Viable,http://www.mousephenotype.org/data/genes/MGI:1918960
MGI:1918965,Dhx35,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918965
MGI:1918968,Telo2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918968
MGI:1918970,Osbpl3,Viable,http://www.mousephenotype.org/data/genes/MGI:1918970
MGI:1918978,Stk11ip,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918978
MGI:1918982,Vps11,Lethal,http://www.mousephenotype.org/data/genes/MGI:1918982
MGI:1918990,Nectin4,Subviable,http://www.mousephenotype.org/data/genes/MGI:1918990
MGI:1918992,Ulk3,Viable,http://www.mousephenotype.org/data/genes/MGI:1918992
MGI:1919008,Vwa8,Viable,http://www.mousephenotype.org/data/genes/MGI:1919008
MGI:1919011,Amdhd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919011
MGI:1919019,Bbs10,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919019
MGI:1919020,Ap2b1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919020
MGI:1919041,Cpa4,Viable,http://www.mousephenotype.org/data/genes/MGI:1919041
MGI:1919043,Ints12,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919043
MGI:1919073,3300002A11Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919073
MGI:1919083,Dcaf7,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919083
MGI:1919084,Zbtb43,Viable,http://www.mousephenotype.org/data/genes/MGI:1919084
MGI:1919085,Lancl2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919085
MGI:1919103,Pdia6,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919103
MGI:1919107,Slc17a9,Viable,http://www.mousephenotype.org/data/genes/MGI:1919107
MGI:1919115,Fbxo30,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919115
MGI:1919119,Serpinb12,Viable,http://www.mousephenotype.org/data/genes/MGI:1919119
MGI:1919124,2310007B03Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919124
MGI:1919129,Acsl5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919129
MGI:1919131,Apmap,Viable,http://www.mousephenotype.org/data/genes/MGI:1919131
MGI:1919133,Coq2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919133
MGI:1919137,Ppm1j,Viable,http://www.mousephenotype.org/data/genes/MGI:1919137
MGI:1919139,Epn3,Viable,http://www.mousephenotype.org/data/genes/MGI:1919139
MGI:1919140,Mad2l2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919140
MGI:1919144,Pla2g4e,Viable,http://www.mousephenotype.org/data/genes/MGI:1919144
MGI:1919147,Lypd6b,Viable,http://www.mousephenotype.org/data/genes/MGI:1919147
MGI:1919148,Apol9b,Viable,http://www.mousephenotype.org/data/genes/MGI:1919148
MGI:1919150,Tmem106b,Viable,http://www.mousephenotype.org/data/genes/MGI:1919150
MGI:1919153,Ces2f,Viable,http://www.mousephenotype.org/data/genes/MGI:1919153
MGI:1919154,Paqr7,Viable,http://www.mousephenotype.org/data/genes/MGI:1919154
MGI:1919163,Tmem79,Viable,http://www.mousephenotype.org/data/genes/MGI:1919163
MGI:1919170,Epgn,Viable,http://www.mousephenotype.org/data/genes/MGI:1919170
MGI:1919173,Borcs6,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919173
MGI:1919192,Myof,Viable,http://www.mousephenotype.org/data/genes/MGI:1919192
MGI:1919199,Cers5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919199
MGI:1919201,Gpc2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919201
MGI:1919206,Rnf135,Viable,http://www.mousephenotype.org/data/genes/MGI:1919206
MGI:1919210,Myh14,Viable,http://www.mousephenotype.org/data/genes/MGI:1919210
MGI:1919214,Atad3a,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919214
MGI:1919216,Nkiras2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919216
MGI:1919220,Zbed5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919220
MGI:1919223,Rbpms2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919223
MGI:1919224,Prmt3,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919224
MGI:1919228,Ppp2r2a,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919228
MGI:1919232,Snx10,Viable,http://www.mousephenotype.org/data/genes/MGI:1919232
MGI:1919233,Tmco6,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919233
MGI:1919240,Ddx54,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919240
MGI:1919247,Smg9,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919247
MGI:1919248,Slc25a35,Viable,http://www.mousephenotype.org/data/genes/MGI:1919248
MGI:1919257,Fndc3b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919257
MGI:1919265,Hhipl1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919265
MGI:1919268,Fundc1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919268
MGI:1919277,Slc39a4,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919277
MGI:1919288,Klhl21,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919288
MGI:1919292,Cotl1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919292
MGI:1919297,Ddx42,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919297
MGI:1919303,Tmub2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919303
MGI:1919305,Slc38a10,Viable,http://www.mousephenotype.org/data/genes/MGI:1919305
MGI:1919324,Anks4b,Viable,http://www.mousephenotype.org/data/genes/MGI:1919324
MGI:1919327,Gcnt3,Viable,http://www.mousephenotype.org/data/genes/MGI:1919327
MGI:1919336,Slc39a5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919336
MGI:1919338,Ush1c,Viable,http://www.mousephenotype.org/data/genes/MGI:1919338
MGI:1919340,Entpd8,Viable,http://www.mousephenotype.org/data/genes/MGI:1919340
MGI:1919346,Eef1akmt2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919346
MGI:1919347,2010300C02Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919347
MGI:1919352,Dusp11,Viable,http://www.mousephenotype.org/data/genes/MGI:1919352
MGI:1919356,Jmjd8,Viable,http://www.mousephenotype.org/data/genes/MGI:1919356
MGI:1919357,Dscc1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919357
MGI:1919363,Adck1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919363
MGI:1919374,Seh1l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919374
MGI:1919383,Trub1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919383
MGI:1919386,Chst14,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919386
MGI:1919391,Adpgk,Viable,http://www.mousephenotype.org/data/genes/MGI:1919391
MGI:1919397,Zbtb46,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919397
MGI:1919398,Tdrp,Viable,http://www.mousephenotype.org/data/genes/MGI:1919398
MGI:1919419,Trim29,Viable,http://www.mousephenotype.org/data/genes/MGI:1919419
MGI:1919425,Mfsd8,Viable,http://www.mousephenotype.org/data/genes/MGI:1919425
MGI:1919429,Fbxl2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919429
MGI:1919443,Scaf11,Viable,http://www.mousephenotype.org/data/genes/MGI:1919443
MGI:1919444,Fbxl20,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919444
MGI:1919445,Supt7l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919445
MGI:1919451,Otud6b,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919451
MGI:1919455,Eml2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919455
MGI:1919488,Tbc1d5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919488
MGI:1919540,Lsm11,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919540
MGI:1919546,Rusc1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919546
MGI:1919557,2510002D24Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919557
MGI:1919570,Kif1bp,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919570
MGI:1919586,Iars2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919586
MGI:1919588,Wdr89,Viable,http://www.mousephenotype.org/data/genes/MGI:1919588
MGI:1919598,Aif1l,Viable,http://www.mousephenotype.org/data/genes/MGI:1919598
MGI:1919599,Dusp3,Viable,http://www.mousephenotype.org/data/genes/MGI:1919599
MGI:1919607,2210016L21Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919607
MGI:1919621,2210408I21Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919621
MGI:1919641,Cdkn3,Viable,http://www.mousephenotype.org/data/genes/MGI:1919641
MGI:1919665,Sgo1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919665
MGI:1919666,Lrpprc,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919666
MGI:1919669,Fam72a,Viable,http://www.mousephenotype.org/data/genes/MGI:1919669
MGI:1919670,Rbm33,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919670
MGI:1919680,B4gat1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919680
MGI:1919684,Lypd3,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919684
MGI:1919712,Rrp1b,Viable,http://www.mousephenotype.org/data/genes/MGI:1919712
MGI:1919727,Tmem87b,Viable,http://www.mousephenotype.org/data/genes/MGI:1919727
MGI:1919762,Tmem173,Viable,http://www.mousephenotype.org/data/genes/MGI:1919762
MGI:1919764,Fgfbp3,Viable,http://www.mousephenotype.org/data/genes/MGI:1919764
MGI:1919782,Sap130,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919782
MGI:1919784,Rcc2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919784
MGI:1919785,Aldh1b1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919785
MGI:1919792,Pgam5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919792
MGI:1919819,Bbs5,Viable,http://www.mousephenotype.org/data/genes/MGI:1919819
MGI:1919828,2700054A10Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919828
MGI:1919857,Usp13,Viable,http://www.mousephenotype.org/data/genes/MGI:1919857
MGI:1919862,Hpf1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919862
MGI:1919865,Anks3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919865
MGI:1919884,Tdrkh,Viable,http://www.mousephenotype.org/data/genes/MGI:1919884
MGI:1919891,Mob2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919891
MGI:1919899,Tmem209,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919899
MGI:1919908,2700097O09Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1919908
MGI:1919911,Serp2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919911
MGI:1919912,Dis3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919912
MGI:1919918,Skida1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1919918
MGI:1919924,Adipor1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919924
MGI:1919936,Usp24,Viable,http://www.mousephenotype.org/data/genes/MGI:1919936
MGI:1919940,Grrp1,Viable,http://www.mousephenotype.org/data/genes/MGI:1919940
MGI:1919941,Calhm2,Viable,http://www.mousephenotype.org/data/genes/MGI:1919941
MGI:1919964,Nup37,Viable,http://www.mousephenotype.org/data/genes/MGI:1919964
MGI:1919995,Tmem161b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1919995
MGI:1920014,Csnk1g2,Viable,http://www.mousephenotype.org/data/genes/MGI:1920014
MGI:1920024,Neil1,Viable,http://www.mousephenotype.org/data/genes/MGI:1920024
MGI:1920040,Ssbp1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920040
MGI:1920075,Mon1a,Viable,http://www.mousephenotype.org/data/genes/MGI:1920075
MGI:1920081,Dhx30,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920081
MGI:1920093,Prdm4,Viable,http://www.mousephenotype.org/data/genes/MGI:1920093
MGI:1920112,Cox15,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920112
MGI:1920121,Pfn4,Viable,http://www.mousephenotype.org/data/genes/MGI:1920121
MGI:1920136,Ccdc94,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920136
MGI:1920145,Setd5,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920145
MGI:1920149,Macrod2,Viable,http://www.mousephenotype.org/data/genes/MGI:1920149
MGI:1920180,Ppp2r2b,Viable,http://www.mousephenotype.org/data/genes/MGI:1920180
MGI:1920185,Ddx41,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920185
MGI:1920188,Hspb11,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920188
MGI:1920198,Tppp,Viable,http://www.mousephenotype.org/data/genes/MGI:1920198
MGI:1920199,Ccnt2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1920199
MGI:1920223,Fbxo47,Viable,http://www.mousephenotype.org/data/genes/MGI:1920223
MGI:1920232,Tmem138,Viable,http://www.mousephenotype.org/data/genes/MGI:1920232
MGI:1920260,Gpr22,Viable,http://www.mousephenotype.org/data/genes/MGI:1920260
MGI:1920274,Emc7,Subviable,http://www.mousephenotype.org/data/genes/MGI:1920274
MGI:1920328,Pmpcb,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920328
MGI:1920344,Sgip1,Viable,http://www.mousephenotype.org/data/genes/MGI:1920344
MGI:1920347,Dact2,Viable,http://www.mousephenotype.org/data/genes/MGI:1920347
MGI:1920393,Wdr37,Viable,http://www.mousephenotype.org/data/genes/MGI:1920393
MGI:1920412,Otud3,Viable,http://www.mousephenotype.org/data/genes/MGI:1920412
MGI:1920417,Arhgap8,Viable,http://www.mousephenotype.org/data/genes/MGI:1920417
MGI:1920420,Rwdd3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920420
MGI:1920421,Trmt10a,Viable,http://www.mousephenotype.org/data/genes/MGI:1920421
MGI:1920423,Pcdh18,Viable,http://www.mousephenotype.org/data/genes/MGI:1920423
MGI:1920424,Tbkbp1,Viable,http://www.mousephenotype.org/data/genes/MGI:1920424
MGI:1920431,Nfatc4,Viable,http://www.mousephenotype.org/data/genes/MGI:1920431
MGI:1920432,Pear1,Viable,http://www.mousephenotype.org/data/genes/MGI:1920432
MGI:1920442,Xpot,Subviable,http://www.mousephenotype.org/data/genes/MGI:1920442
MGI:1920453,Zzz3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920453
MGI:1920455,3110043O21Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1920455
MGI:1920462,3110082I17Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1920462
MGI:1920546,Rhobtb3,Viable,http://www.mousephenotype.org/data/genes/MGI:1920546
MGI:1920563,Rpgrip1l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920563
MGI:1920582,Ccdc30,Viable,http://www.mousephenotype.org/data/genes/MGI:1920582
MGI:1920591,Arhgef6,Viable,http://www.mousephenotype.org/data/genes/MGI:1920591
MGI:1920597,Cldn34b2,Viable,http://www.mousephenotype.org/data/genes/MGI:1920597
MGI:1920629,Dcbld2,Viable,http://www.mousephenotype.org/data/genes/MGI:1920629
MGI:1920632,Prss52,Viable,http://www.mousephenotype.org/data/genes/MGI:1920632
MGI:1920638,Bpifa3,Subviable,http://www.mousephenotype.org/data/genes/MGI:1920638
MGI:1920648,Nipsnap3a,Viable,http://www.mousephenotype.org/data/genes/MGI:1920648
MGI:1920701,Zfp763,Viable,http://www.mousephenotype.org/data/genes/MGI:1920701
MGI:1920703,1700067K01Rik,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920703
MGI:1920719,Rnf38,Subviable,http://www.mousephenotype.org/data/genes/MGI:1920719
MGI:1920740,Mipol1,Viable,http://www.mousephenotype.org/data/genes/MGI:1920740
MGI:1920774,1700088E04Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1920774
MGI:1920792,Tssk5,Viable,http://www.mousephenotype.org/data/genes/MGI:1920792
MGI:1920819,Vgll3,Viable,http://www.mousephenotype.org/data/genes/MGI:1920819
MGI:1920831,Stk36,Viable,http://www.mousephenotype.org/data/genes/MGI:1920831
MGI:1920832,Camkmt,Viable,http://www.mousephenotype.org/data/genes/MGI:1920832
MGI:1920864,Rhox13,Viable,http://www.mousephenotype.org/data/genes/MGI:1920864
MGI:1920884,1700125H20Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1920884
MGI:1920893,1700123O20Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1920893
MGI:1920910,Cabp4,Viable,http://www.mousephenotype.org/data/genes/MGI:1920910
MGI:1920920,Defb30,Viable,http://www.mousephenotype.org/data/genes/MGI:1920920
MGI:1920933,Atg16l2,Viable,http://www.mousephenotype.org/data/genes/MGI:1920933
MGI:1920939,Bloc1s2,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920939
MGI:1920942,2410089E03Rik,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920942
MGI:1920971,1110017D15Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1920971
MGI:1920977,Mcmbp,Lethal,http://www.mousephenotype.org/data/genes/MGI:1920977
MGI:1920992,Lima1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1920992
MGI:1921050,Tmtc4,Viable,http://www.mousephenotype.org/data/genes/MGI:1921050
MGI:1921054,Kif2c,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921054
MGI:1921082,Klk9,Viable,http://www.mousephenotype.org/data/genes/MGI:1921082
MGI:1921084,Atp6v1d,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921084
MGI:1921094,Ankrd45,Viable,http://www.mousephenotype.org/data/genes/MGI:1921094
MGI:1921116,Fam122c,Viable,http://www.mousephenotype.org/data/genes/MGI:1921116
MGI:1921123,Fam161a,Viable,http://www.mousephenotype.org/data/genes/MGI:1921123
MGI:1921138,Ppp1r42,Viable,http://www.mousephenotype.org/data/genes/MGI:1921138
MGI:1921160,Arhgap18,Viable,http://www.mousephenotype.org/data/genes/MGI:1921160
MGI:1921173,Tmco1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1921173
MGI:1921192,Fam151b,Viable,http://www.mousephenotype.org/data/genes/MGI:1921192
MGI:1921248,Herc3,Viable,http://www.mousephenotype.org/data/genes/MGI:1921248
MGI:1921256,Dnm1l,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921256
MGI:1921258,Arsg,Viable,http://www.mousephenotype.org/data/genes/MGI:1921258
MGI:1921262,Rap2b,Viable,http://www.mousephenotype.org/data/genes/MGI:1921262
MGI:1921266,Phf19,Viable,http://www.mousephenotype.org/data/genes/MGI:1921266
MGI:1921282,Sdr42e1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921282
MGI:1921283,Zfp329,Viable,http://www.mousephenotype.org/data/genes/MGI:1921283
MGI:1921287,Acot6,Viable,http://www.mousephenotype.org/data/genes/MGI:1921287
MGI:1921293,Pex26,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921293
MGI:1921301,Steap2,Viable,http://www.mousephenotype.org/data/genes/MGI:1921301
MGI:1921325,Syce1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921325
MGI:1921337,Slc7a13,Viable,http://www.mousephenotype.org/data/genes/MGI:1921337
MGI:1921354,Abcb6,Viable,http://www.mousephenotype.org/data/genes/MGI:1921354
MGI:1921357,Cep55,Subviable,http://www.mousephenotype.org/data/genes/MGI:1921357
MGI:1921372,Tmem43,Viable,http://www.mousephenotype.org/data/genes/MGI:1921372
MGI:1921377,Krt80,Viable,http://www.mousephenotype.org/data/genes/MGI:1921377
MGI:1921379,Dmgdh,Viable,http://www.mousephenotype.org/data/genes/MGI:1921379
MGI:1921386,Sec14l1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921386
MGI:1921392,Lonp1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921392
MGI:1921394,Robo4,Subviable,http://www.mousephenotype.org/data/genes/MGI:1921394
MGI:1921395,F13a1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921395
MGI:1921402,Stra6l,Viable,http://www.mousephenotype.org/data/genes/MGI:1921402
MGI:1921408,Josd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921408
MGI:1921409,Acbd5,Viable,http://www.mousephenotype.org/data/genes/MGI:1921409
MGI:1921415,Fbxl22,Viable,http://www.mousephenotype.org/data/genes/MGI:1921415
MGI:1921435,Gbe1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921435
MGI:1921437,Katnb1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921437
MGI:1921441,P2ry13,Viable,http://www.mousephenotype.org/data/genes/MGI:1921441
MGI:1921442,Arpc5l,Viable,http://www.mousephenotype.org/data/genes/MGI:1921442
MGI:1921444,Rnd3,Viable,http://www.mousephenotype.org/data/genes/MGI:1921444
MGI:1921451,Cep97,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921451
MGI:1921452,Fblim1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921452
MGI:1921453,Eif4enif1,Subviable,http://www.mousephenotype.org/data/genes/MGI:1921453
MGI:1921462,Dnal1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921462
MGI:1921463,Rbm26,Subviable,http://www.mousephenotype.org/data/genes/MGI:1921463
MGI:1921468,1700016H13Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1921468
MGI:1921471,Tex37,Viable,http://www.mousephenotype.org/data/genes/MGI:1921471
MGI:1921480,1700016K19Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1921480
MGI:1921489,Iqce,Viable,http://www.mousephenotype.org/data/genes/MGI:1921489
MGI:1921493,Slx4ip,Viable,http://www.mousephenotype.org/data/genes/MGI:1921493
MGI:1921495,Ctbs,Viable,http://www.mousephenotype.org/data/genes/MGI:1921495
MGI:1921499,Lrrc2,Viable,http://www.mousephenotype.org/data/genes/MGI:1921499
MGI:1921500,Tmem110,Viable,http://www.mousephenotype.org/data/genes/MGI:1921500
MGI:1921501,Ankrd9,Viable,http://www.mousephenotype.org/data/genes/MGI:1921501
MGI:1921506,Cyld,Viable,http://www.mousephenotype.org/data/genes/MGI:1921506
MGI:1921527,Chic2,Subviable,http://www.mousephenotype.org/data/genes/MGI:1921527
MGI:1921534,1700086L19Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1921534
MGI:1921552,Mtmr3,Viable,http://www.mousephenotype.org/data/genes/MGI:1921552
MGI:1921579,5730559C18Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1921579
MGI:1921580,Dnajc14,Viable,http://www.mousephenotype.org/data/genes/MGI:1921580
MGI:1921582,Moxd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921582
MGI:1921584,Ranbp10,Viable,http://www.mousephenotype.org/data/genes/MGI:1921584
MGI:1921585,Xrcc3,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921585
MGI:1921597,Tldc1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921597
MGI:1921607,Efhd1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921607
MGI:1921611,4931429L15Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1921611
MGI:1921612,Spag17,Viable,http://www.mousephenotype.org/data/genes/MGI:1921612
MGI:1921615,Lonrf3,Viable,http://www.mousephenotype.org/data/genes/MGI:1921615
MGI:1921620,Rptor,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921620
MGI:1921626,Myo18b,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921626
MGI:1921627,Hsf2bp,Viable,http://www.mousephenotype.org/data/genes/MGI:1921627
MGI:1921637,4932438H23Rik,Viable,http://www.mousephenotype.org/data/genes/MGI:1921637
MGI:1921660,Ttll11,Viable,http://www.mousephenotype.org/data/genes/MGI:1921660
MGI:1921662,Gle1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921662
MGI:1921677,Eaf1,Lethal,http://www.mousephenotype.org/data/genes/MGI:1921677
MGI:1921688,Clvs1,Viable,http://www.mousephenotype.org/data/genes/MGI:1921688
